train_loss,val_loss,val_f1,val_acc,test_f1,test_acc
85.11737047880888,8.654654577374458,0.740531504193946,0.839943342776204,0.7633207547169811,0.8469387755102041
55.50422461330891,9.159128405153751,0.7275011228385359,0.8441926345609065,0.7345677080517914,0.8482142857142857
28.29961232561618,10.560410637408495,0.7404411764705883,0.8385269121813032,0.7494949494949494,0.8418367346938775
15.022735742619261,13.698797713965178,0.7594343640855268,0.8413597733711048,0.7648308418568057,0.8443877551020408
6.42968769709114,16.290905221365392,0.7613752913752914,0.8356940509915014,0.7558987468601273,0.8303571428571429
5.3661835241364315,18.8872153199045,0.7435338564370823,0.830028328611898,0.7592700900690139,0.8392857142857143
4.2015626176144,20.427785661420785,0.7396054095193489,0.8215297450424929,0.7462068965517241,0.8239795918367347
2.575302500365069,21.213013132160995,0.7642138074714928,0.8512747875354107,0.7568033648790746,0.8494897959183674
1.7207332465332001,21.766108510259073,0.7476511437908497,0.8215297450424929,0.7527582600330787,0.8227040816326531
1.2124857310991501,22.376403932925314,0.7475442249847499,0.8314447592067988,0.7582023792039947,0.8392857142857143
