train_loss,val_loss,val_f1,val_acc,test_f1,test_acc
83.06294419616461,8.636855348944664,0.749004550625711,0.8583569405099151,0.7420116194625999,0.8520408163265306
56.8959007486701,8.22023294866085,0.7489765930065354,0.839943342776204,0.7640991209419723,0.8456632653061225
30.17142640799284,11.187624592334032,0.7344393411466582,0.8385269121813032,0.739038971067943,0.8405612244897959
15.783897502580658,13.83806661516428,0.7484799543986318,0.830028328611898,0.7582832027188837,0.8354591836734694
9.959744093939662,18.517242763773538,0.7260835827513579,0.8413597733711048,0.7270786965702221,0.8443877551020408
6.461093627556693,16.517380598001182,0.7495485036119711,0.8441926345609065,0.7503858399438779,0.8494897959183674
4.599953014869243,18.651053083129227,0.7587410071942446,0.8385269121813032,0.7606527828998625,0.8405612244897959
3.05749196652323,20.48096354212612,0.7533044955598664,0.8356940509915014,0.7697769500867151,0.8507653061224489
2.2809755686030257,21.71900814480614,0.743156589382709,0.8371104815864022,0.7496670690393676,0.8431122448979592
1.8321765913569834,21.902068716823123,0.744533700847359,0.8371104815864022,0.7525039460467786,0.8456632653061225
