train_loss,val_loss,val_f1,val_acc,test_f1,test_acc
201.91357745230198,21.950801610946655,0.43610223642172524,0.773371104815864,0.43718592964824116,0.7767857142857143
186.17938885092735,21.163871556520462,0.6268016774542166,0.8087818696883853,0.61052894793872,0.8099489795918368
178.451331615448,21.33930514752865,0.43610223642172524,0.773371104815864,0.43718592964824116,0.7767857142857143
181.03323724865913,23.022559732198715,0.5967360261117911,0.7917847025495751,0.5654496165435507,0.7895408163265306
210.38466300070286,23.853423058986664,0.43610223642172524,0.773371104815864,0.43718592964824116,0.7767857142857143
209.69865189492702,23.919434010982513,0.43610223642172524,0.773371104815864,0.43718592964824116,0.7767857142857143
209.79445880651474,23.83485832810402,0.43610223642172524,0.773371104815864,0.43718592964824116,0.7767857142857143
203.25714619457722,22.890927746891975,0.5408120569873275,0.7776203966005666,0.5768645043744307,0.7997448979591837
160.0953030511737,22.82699102908373,0.6687609644649342,0.8045325779036827,0.688258242476316,0.8176020408163265
146.43572060018778,22.462591111660004,0.6571762247218637,0.7762039660056658,0.6870504441748523,0.8048469387755102
